Order_ID,Customer_ID,Product_ID,Store_ID,Date,Quantity,Sales_Amount
645,151,7,4,2025-02-21,9,3233.32
646,33,20,7,2025-02-06,8,658.65
647,163,33,4,2024-09-04,3,1026.49
648,44,16,7,2025-03-02,9,3625.36
649,1,30,5,2024-09-05,3,774.07
650,124,18,5,2024-11-04,7,3422.2
651,162,14,5,2025-05-20,1,417.95
652,137,37,2,2025-02-18,5,2102.07
653,179,8,3,2025-06-07,9,1983.2
654,111,14,6,2024-12-12,6,2915.77
655,193,29,5,2025-02-18,4,1163.01
656,83,22,4,2025-06-07,8,4174.6
657,85,2,3,2025-05-12,1,354.84
658,2,1,3,2024-08-08,7,2937.64
659,179,32,7,2025-05-14,9,1395.51
660,167,5,1,2025-04-28,8,1723.61
661,91,25,6,2025-01-10,7,3985.77
662,197,1,2,2025-02-20,8,3169.11
663,50,29,1,2024-10-15,4,1190.58
664,195,18,6,2025-01-04,4,1481.28
665,158,20,4,2024-08-31,4,433.47
666,93,3,5,2025-05-04,8,5320.03
667,181,39,4,2025-06-10,1,394.39
668,164,26,2,2025-04-02,5,444.03
669,127,11,4,2025-05-10,10,4113.73
670,155,37,3,2024-10-27,2,988.42
671,191,5,3,2024-11-15,5,1159.51
672,59,34,5,2025-06-27,4,2580.94
673,6,35,5,2024-08-04,9,5427.59
674,1,28,1,2025-01-13,6,93.87
675,105,18,2,2024-11-02,9,3774.87
676,93,34,1,2024-12-05,4,2006.52
677,108,35,8,2025-06-22,6,2744.01
678,50,22,2,2025-06-05,10,5005.36
679,189,15,7,2024-08-25,2,334.99
680,51,11,6,2025-01-09,5,1690.63
681,161,7,1,2025-06-24,8,2688.52
682,7,38,6,2024-09-06,5,1397.33
683,122,16,6,2025-05-20,1,449.35
684,134,16,2,2025-06-03,10,4239.32
685,196,7,8,2024-10-23,10,3036.28
686,16,3,7,2024-10-12,6,3974.27
687,178,5,3,2025-06-02,1,230.99
688,114,4,5,2025-05-05,10,1585.86
689,17,7,1,2025-03-08,9,2663.62
690,98,26,2,2025-04-16,10,936.99
691,60,39,1,2024-12-06,8,3356.25
692,110,40,2,2025-06-22,6,1613.02
693,173,2,8,2025-04-25,9,2926.73
694,50,7,2,2025-03-17,1,353.3
695,18,38,4,2025-03-25,10,2681.68
696,131,17,6,2025-01-05,7,3662.14
697,159,29,3,2024-09-25,4,984.21
698,12,4,3,2025-03-19,5,783.15
699,132,23,5,2024-09-15,10,2380.63
700,199,10,3,2025-05-23,8,1500.56
701,88,19,6,2024-10-11,1,273.69
702,169,10,1,2025-06-03,4,798.96
703,144,4,7,2024-10-11,6,830.11
704,52,13,2,2025-05-31,6,1561.64
705,122,30,6,2024-08-15,10,3110.76
706,86,40,5,2025-03-01,7,1703.51
707,27,30,1,2024-12-06,8,2228.43
708,1,15,4,2025-02-14,8,1232.86
709,62,31,6,2024-11-09,7,369.97
710,48,1,6,2025-03-11,1,358.47
711,8,36,2,2025-02-17,3,467.91
712,50,38,6,2024-09-26,1,347.36
713,51,13,5,2024-11-25,3,788.68
714,68,12,6,2025-04-22,9,2048.7
715,51,2,3,2024-11-13,5,1933.63
716,6,9,7,2024-11-12,2,853.51
717,54,20,8,2025-03-02,4,362.53
718,96,11,7,2024-11-03,2,689.63
719,34,13,4,2025-06-21,9,2492.96
720,96,21,7,2025-02-07,4,1353.22
721,196,40,4,2025-07-07,9,2165.73
722,39,21,4,2025-04-12,1,311.44
723,72,9,8,2025-06-04,4,1921.97
724,121,40,2,2024-08-28,3,772.76
725,193,33,6,2024-09-13,8,2864.91
726,46,21,6,2025-05-10,9,2856.89
727,184,32,8,2025-05-24,5,912.21
728,164,38,1,2024-12-29,4,1107.56
729,52,29,4,2025-07-14,7,1770.64
730,109,25,3,2024-08-15,6,3506.65
731,22,9,2,2024-11-07,5,2207.08
732,91,15,1,2025-06-24,8,1192.06
733,87,28,8,2025-04-03,8,125.16
734,95,32,6,2024-09-10,5,857.77
735,46,29,4,2025-04-21,5,1446.56
736,92,6,5,2025-06-24,9,964.12
737,165,6,5,2024-09-12,4,374.08
738,19,24,1,2024-10-27,9,5151.34
739,51,22,5,2024-09-17,5,2458.74
740,197,18,4,2025-04-25,10,4887.24
741,193,35,5,2024-11-25,1,584.3
742,73,23,7,2025-06-09,7,1637.4
743,194,1,8,2024-10-27,9,4272.24
744,39,26,4,2025-05-14,4,371.73
745,54,31,4,2025-06-15,9,537.11
746,142,30,8,2025-04-11,6,1993.56
747,81,13,7,2024-12-22,7,1834.46
748,116,36,1,2025-01-29,6,889.15
749,33,20,1,2024-09-16,8,827.49
750,91,22,4,2025-03-04,7,3127.59
